alarm_vague	symptom_number	symptom_desc	medcode	readcode	readcode_desc
Vague symptom	22	Urinary Tract Infections  	22682	K15y000	Cystitis cystica
Vague symptom	22	Urinary Tract Infections  	23662	R084.00	[D]Micturition frequency and polyuria
Vague symptom	22	Urinary Tract Infections  	23841	4644.00	Urine smell abormal
Vague symptom	22	Urinary Tract Infections  	27002	4643.00	Urine smell fishy
Vague symptom	22	Urinary Tract Infections  	29497	K213.00	Prostatocystitis
Vague symptom	22	Urinary Tract Infections  	30068	K152000	Subacute cystitis
Vague symptom	22	Urinary Tract Infections  	32031	4642.00	Urine smell ammoniacal
Vague symptom	22	Urinary Tract Infections  	32787	K152.00	Other chronic cystitis
Vague symptom	22	Urinary Tract Infections  	34630	K15yz00	Other cystitis NOS
Vague symptom	22	Urinary Tract Infections  	38572	K104.00	Xanthogranulomatous pyelonephritis
Vague symptom	22	Urinary Tract Infections  	38698	K101z00	Acute pyelonephritis NOS
Vague symptom	22	Urinary Tract Infections  	48908	A983100	Chronic gonococcal cystitis
Vague symptom	22	Urinary Tract Infections  	49235	A160200	Tuberculous pyelonephritis
Vague symptom	22	Urinary Tract Infections  	52859	Ryu4200	[X]Painful micturition, unspecified
Vague symptom	22	Urinary Tract Infections  	53122	Eu45319	[X]Psychogenic dysuria
Vague symptom	22	Urinary Tract Infections  	53830	1A1..12	Polyuria
Vague symptom	22	Urinary Tract Infections  	53944	K10y.00	Pyelonephritis and pyonephrosis unspecified
Vague symptom	22	Urinary Tract Infections  	55781	E265300	Psychogenic dysuria
Vague symptom	22	Urinary Tract Infections  	59121	K10yz00	Unspecified pyelonephritis NOS
Vague symptom	22	Urinary Tract Infections  	63898	R084z00	[D]Frequency of micturition or polyuria NOS
Vague symptom	22	Urinary Tract Infections  	64482	K101000	Acute pyelonephritis without medullary necrosis
Vague symptom	22	Urinary Tract Infections  	70189	Kyu5100	[X]Other cystitis
Vague symptom	22	Urinary Tract Infections  	72686	Kyu5000	[X]Other chronic cystitis
Vague symptom	22	Urinary Tract Infections  	95710	K10y300	Pyelonephritis in diseases EC
Vague symptom	22	Urinary Tract Infections  	97002	K190500	Urinary tract infection
Vague symptom	36	Other musculoskeletal pain	123	N131.00	Cervicalgia - pain in neck
Vague symptom	36	Other musculoskeletal pain	198	N245.17	Shoulder pain
Vague symptom	36	Other musculoskeletal pain	286	N094K12	Hip pain
Vague symptom	36	Other musculoskeletal pain	554	N094611	Knee joint pain
Vague symptom	36	Other musculoskeletal pain	822	N245.12	Arm pain
Vague symptom	36	Other musculoskeletal pain	917	N33A.00	Bone pain
Vague symptom	36	Other musculoskeletal pain	1258	N245.11	Ankle pain
Vague symptom	36	Other musculoskeletal pain	1274	N33A100	Clavicle pain
Vague symptom	36	Other musculoskeletal pain	1286	R040z11	[D]Jaw pain
Vague symptom	36	Other musculoskeletal pain	1330	N094512	Hip joint pain
Vague symptom	36	Other musculoskeletal pain	1339	N245011	Thumb pain
Vague symptom	36	Other musculoskeletal pain	1455	R01z200	[D]Musculoskeletal pain
Vague symptom	36	Other musculoskeletal pain	1457	J046400	Temporomandibular joint-pain-dysfunction syndrome
Vague symptom	36	Other musculoskeletal pain	1646	N094211	Elbow joint pain
Vague symptom	36	Other musculoskeletal pain	1866	N245.18	Thigh pain
Vague symptom	36	Other musculoskeletal pain	1946	N245111	Toe pain
Vague symptom	36	Other musculoskeletal pain	2025	N245.14	Hand pain
Vague symptom	36	Other musculoskeletal pain	2397	N094111	Shoulder joint pain
Vague symptom	36	Other musculoskeletal pain	2494	N245.15	Heel pain
Vague symptom	36	Other musculoskeletal pain	2521	N094311	Wrist joint pain
Vague symptom	36	Other musculoskeletal pain	2522	R00z200	[D]Pain, generalized
Vague symptom	36	Other musculoskeletal pain	2532	N245400	Calf pain
Vague symptom	36	Other musculoskeletal pain	3322	N245012	Finger pain
Vague symptom	36	Other musculoskeletal pain	3512	N245.19	Pain in buttock
Vague symptom	36	Other musculoskeletal pain	4419	N245500	Axillary pain
Vague symptom	36	Other musculoskeletal pain	4544	N245.00	Pain in limb
Vague symptom	36	Other musculoskeletal pain	4603	SP07B00	Pain due to knee joint prosthesis
Vague symptom	36	Other musculoskeletal pain	5762	N245300	Pain in arm
Vague symptom	36	Other musculoskeletal pain	5780	N245200	Pain in leg
Vague symptom	36	Other musculoskeletal pain	5787	N245700	Shoulder pain
Vague symptom	36	Other musculoskeletal pain	5864	N094.00	Pain in joint - arthralgia
Vague symptom	36	Other musculoskeletal pain	6166	N094W00	Anterior knee pain
Vague symptom	36	Other musculoskeletal pain	6313	1D13111	C/O - pain in big toe
Vague symptom	36	Other musculoskeletal pain	6520	N245000	Hand pain
Vague symptom	36	Other musculoskeletal pain	6644	1D13000	C/O - pain in toes
Vague symptom	36	Other musculoskeletal pain	8060	1DC2.00	Aching pain
Vague symptom	36	Other musculoskeletal pain	8309	N096.12	Musculoskeletal pain - joints
Vague symptom	36	Other musculoskeletal pain	9105	1D13100	C/O - pain in hallux
Vague symptom	36	Other musculoskeletal pain	9517	1M10.00	Knee pain
Vague symptom	36	Other musculoskeletal pain	10389	1M12.00	Anterior knee pain
Vague symptom	36	Other musculoskeletal pain	11040	SP07A00	Pain due to hip joint prosthesis
Vague symptom	36	Other musculoskeletal pain	11609	1M1..00	Pain in lower limb
Vague symptom	36	Other musculoskeletal pain	11962	1M00.00	Pain in elbow
Vague symptom	36	Other musculoskeletal pain	11979	1M00.11	Elbow pain
Vague symptom	36	Other musculoskeletal pain	14886	N094711	Ankle joint pain
Vague symptom	36	Other musculoskeletal pain	17971	SP07C00	Pain due to shoulder joint prosthesis
Vague symptom	36	Other musculoskeletal pain	19322	1M13.00	Ankle pain
Vague symptom	36	Other musculoskeletal pain	29402	N094411	Hand joint pain
Vague symptom	36	Other musculoskeletal pain	31344	N148900	Cervical spine instability
Vague symptom	36	Other musculoskeletal pain	35624	R01z100	[D]Growing pains - limbs
Vague symptom	36	Other musculoskeletal pain	35744	N131.11	Pain in cervical spine
Vague symptom	36	Other musculoskeletal pain	54791	N094D11	Elbow joint pain
Vague symptom	36	Other musculoskeletal pain	55993	N148200	Cervical spine ankylosis
Vague symptom	36	Other musculoskeletal pain	96002	N138.00	Cervicalgia
Vague symptom	36	Other musculoskeletal pain	96084	N094F11	Wrist pain
Vague symptom	36	Other musculoskeletal pain	113090	1M7..00	Elongated styloid process syndrome
Vague symptom	37	Chest pain	374	182..00	Chest pain
Vague symptom	37	Chest pain	544	R065000	[D]Chest pain, unspecified
Vague symptom	37	Chest pain	726	1828.00	Atypical chest pain
Vague symptom	37	Chest pain	2584	R065.00	[D]Chest pain
Vague symptom	37	Chest pain	3518	R065A00	[D]Musculoskeletal chest pain
Vague symptom	37	Chest pain	3796	R065z00	[D]Chest pain NOS
Vague symptom	37	Chest pain	6695	1D22.11	C/O - a chest wall symptom
Vague symptom	37	Chest pain	7346	1822.00	Central chest pain
Vague symptom	37	Chest pain	7844	R065B14	[D]Non-cardiac chest pain
Vague symptom	37	Chest pain	7878	R065600	[D]Chest discomfort
Vague symptom	37	Chest pain	8349	182B000	Costal margin chest pain
Vague symptom	37	Chest pain	9340	R065B00	[D]Non cardiac chest pain
Vague symptom	37	Chest pain	9698	1824.00	Anterior chest wall pain
Vague symptom	37	Chest pain	10370	182Z.00	Chest pain NOS
Vague symptom	37	Chest pain	14823	R065200	[D]Anterior chest wall pain
Vague symptom	37	Chest pain	14885	1D22.00	Symptom: chest wall
Vague symptom	37	Chest pain	18134	182A.00	Chest pain on exertion
Vague symptom	37	Chest pain	19199	R065900	[D]Parasternal chest pain
Vague symptom	37	Chest pain	21082	R065C00	[D]Retrosternal chest pain
Vague symptom	37	Chest pain	24321	1D22000	Chest wall tenderness
Vague symptom	37	Chest pain	24704	182C.00	Chest wall pain
Vague symptom	37	Chest pain	29490	R065011	[D] Retrosternal chest pain
Vague symptom	37	Chest pain	50477	R065D00	[D]Central chest pain
Vague symptom	37	Chest pain	53806	Ryu0400	[X]Other chest pain
Vague symptom	38	Testicular pain	1336	R090B00	[D]Groin pain
Vague symptom	38	Testicular pain	1639	K28z.11	Pain in testis
Vague symptom	38	Testicular pain	2707	1A5C.00	Pain in scrotum
Vague symptom	38	Testicular pain	4733	K28y800	Pain in testis
Vague symptom	38	Testicular pain	5966	K28y811	Testicular pain
Vague symptom	38	Testicular pain	14648	1A57.11	Testicular pain
Vague symptom	38	Testicular pain	16078	1A57.00	Pain in testicle
Vague symptom	39	Headache	129	1B1G.00	Headache
Vague symptom	39	Headache	130	1BA5.00	Frontal headache
Vague symptom	39	Headache	161	F26..00	Migraine
Vague symptom	39	Headache	191	E278100	Tension headache
Vague symptom	39	Headache	321	F262500	Periodic migrainous neuralgia
Vague symptom	39	Headache	1197	R040.00	[D]Headache
Vague symptom	39	Headache	1788	1BA6.00	Occipital headache
Vague symptom	39	Headache	2424	F261.00	Common migraine
Vague symptom	39	Headache	2554	F262000	Cluster headache
Vague symptom	39	Headache	2861	F262200	Abdominal migraine
Vague symptom	39	Headache	3220	F260.00	Classical migraine
Vague symptom	39	Headache	3258	R040000	[D]Facial pain
Vague symptom	39	Headache	3340	1BA8.00	Temporal headache
Vague symptom	39	Headache	3658	F26y000	Hemiplegic migraine
Vague symptom	39	Headache	3716	1B1G000	Sinus headache
Vague symptom	39	Headache	4188	SC20z12	Headache - post traumatic
Vague symptom	39	Headache	4949	1BB4.00	Morning headache
Vague symptom	39	Headache	5029	1474.00	H/O: migraine
Vague symptom	39	Headache	5056	R040z00	[D]Pain in head NOS
Vague symptom	39	Headache	5110	F2X..00	Vascular headache, not elsewhere classified
Vague symptom	39	Headache	5335	1BB2.00	Throbbing headache
Vague symptom	39	Headache	5509	F262.00	Migraine variants
Vague symptom	39	Headache	5660	F261100	Sick headache
Vague symptom	39	Headache	5754	1BA5.11	Pain in sinuses
Vague symptom	39	Headache	5767	1B1G.11	C/O - a headache
Vague symptom	39	Headache	6139	F29y500	Chronic post-traumatic headache
Vague symptom	39	Headache	7512	F262600	[X]Tension type headache
Vague symptom	39	Headache	9004	F262300	Basilar migraine
Vague symptom	39	Headache	9048	1BA7.00	Parietal headache
Vague symptom	39	Headache	9633	F261000	Atypical migraine
Vague symptom	39	Headache	9891	1BA2.00	Generalised headache
Vague symptom	39	Headache	9915	1BB..00	Headache character
Vague symptom	39	Headache	9999	E278111	Muscular headache
Vague symptom	39	Headache	10502	F2W..00	Drug-induced headache, not elsewhere classified
Vague symptom	39	Headache	10583	F262400	Ophthalmic migraine
Vague symptom	39	Headache	11138	K584.11	Migraine - menstrual
Vague symptom	39	Headache	11321	1BA3.00	Unilateral headache
Vague symptom	39	Headache	11389	8B6N.00	Migraine prophylaxis
Vague symptom	39	Headache	12017	1BA9.00	Sinus headache
Vague symptom	39	Headache	12511	F26y100	Ophthalmoplegic migraine
Vague symptom	39	Headache	14700	F26z.00	Migraine NOS
Vague symptom	39	Headache	16247	1BA..00	Headache site
Vague symptom	39	Headache	17011	1B1G100	Viral headache
Vague symptom	39	Headache	17536	1BB5.00	Heavy head
Vague symptom	39	Headache	17830	1BAZ.00	Headache site NOS
Vague symptom	39	Headache	18640	F290000	Headache after lumbar puncture
Vague symptom	39	Headache	18730	K5A2200	Menopausal headache
Vague symptom	39	Headache	19511	Fyu5B00	[X]Drug-induced headache, not elsewhere classified
Vague symptom	39	Headache	20800	1B1G.12	Cephalgia
Vague symptom	39	Headache	20932	1BB1.00	Aching headache
Vague symptom	39	Headache	21663	1BA4.00	Bilateral headache
Vague symptom	39	Headache	22685	F26y200	Status migrainosus
Vague symptom	39	Headache	23621	F262z00	Migraine variant NOS
Vague symptom	39	Headache	26450	F2W0.00	Medication overuse headache
Vague symptom	39	Headache	27523	6146100	Headache caused by oral contraceptive pill
Vague symptom	39	Headache	27650	L384.00	Obstetric spinal and epidural anaesthesia-induced headache
Vague symptom	39	Headache	27930	F26y300	Complicated migraine
Vague symptom	39	Headache	28031	F26y.00	Other forms of migraine
Vague symptom	39	Headache	28092	F26yz00	Other forms of migraine NOS
Vague symptom	39	Headache	29329	Eu45413	[X]Psychogenic headache
Vague symptom	39	Headache	29394	1BBZ.00	Headache character NOS
Vague symptom	39	Headache	29404	F290011	Headache after myelogram
Vague symptom	39	Headache	41497	F261z00	Common migraine NOS
Vague symptom	39	Headache	42755	L387.00	Spinal/epidural anesth-induced headache dur labour/delivery
Vague symptom	39	Headache	42903	1BB3.00	Shooting headache
Vague symptom	39	Headache	53813	Fyu5300	[X]Other migraine
Vague symptom	39	Headache	53833	Fyu5400	[X]Other specified headache syndromes
Vague symptom	39	Headache	65262	F26y111	Moebius' ophthalmoplegic migraine
Vague symptom	39	Headache	65804	L384100	Spinal/epidural anaesth-induced headache during puerp
Vague symptom	39	Headache	83480	147E.00	History of headache
Vague symptom	39	Headache	93476	8H4c.00	Referral to headache special interest general practitioner
Vague symptom	39	Headache	93673	9Nl7.00	Seen by general practitioner with special interest headache
Vague symptom	39	Headache	94517	9NiB.00	DNA headache special interest general practitioner clinic
Vague symptom	39	Headache	94830	Fyu5C00	[X]Benign coital headache
Vague symptom	39	Headache	95330	Fyu5A00	[X]Vascular headache, not elsewhere classified
Vague symptom	39	Headache	98205	Fyu5E00	[X]Chronic headache disorder
Vague symptom	39	Headache	101339	F262700	Chronic paroxysmal hemicrania
Vague symptom	39	Headache	103443	F262D00	Paroxysmal hemicrania
Vague symptom	39	Headache	103451	1474000	H/O migraine with aura
Vague symptom	39	Headache	103502	F260.11	Migraine with aura
Vague symptom	39	Headache	103537	F262B00	Chronic tension-type headache
Vague symptom	39	Headache	103577	F262E00	Trigeminal autonomic cephalalgia
Vague symptom	39	Headache	103602	F261.11	Migraine without aura
Vague symptom	39	Headache	103755	F262A00	Frequent episodic tension-type headache
Vague symptom	39	Headache	103843	Fyu5H00	[X]Headache associated with sexual activity
Vague symptom	39	Headache	103899	F262900	Infrequent episodic tension-type headache
Vague symptom	39	Headache	103916	Fyu5G00	[X]Primary exertional headache
Vague symptom	39	Headache	103973	F262800	Migraine induced by oestrogen contraceptive
Vague symptom	39	Headache	103989	Fyu5F00	[X]Primary cough headache
Vague symptom	40	Back pain	153	16C2.00	Backache
Vague symptom	40	Back pain	154	N142.11	Low back pain
Vague symptom	40	Back pain	313	N143.00	Sciatica
Vague symptom	40	Back pain	409	N146600	Sacroiliac disorder
Vague symptom	40	Back pain	537	N14y.11	Facet joint syndrome
Vague symptom	40	Back pain	557	N145.00	Backache, unspecified
Vague symptom	40	Back pain	1212	N147200	Coccygodynia
Vague symptom	40	Back pain	1254	F350.00	Sciatic nerve lesion
Vague symptom	40	Back pain	1335	N142.00	Pain in lumbar spine
Vague symptom	40	Back pain	1338	N241000	Myalgia unspecified
Vague symptom	40	Back pain	1497	R00z211	[D]General aches and pains
Vague symptom	40	Back pain	1606	N146z11	Sacroiliac strain
Vague symptom	40	Back pain	1720	N142.14	Lumbago
Vague symptom	40	Back pain	2679	N144100	Lumbosacral neuritis; unspecified
Vague symptom	40	Back pain	2786	16C..00	Backache symptom
Vague symptom	40	Back pain	3324	16C6.00	Back pain without radiation NOS
Vague symptom	40	Back pain	3370	N140.11	Spinal stenosis
Vague symptom	40	Back pain	3763	16C5.00	C/O - low back pain
Vague symptom	40	Back pain	4680	N23yE00	Spasm of back muscles
Vague symptom	40	Back pain	4948	N141.00	Pain in thoracic spine
Vague symptom	40	Back pain	5023	N142.13	Acute back pain - lumbar
Vague symptom	40	Back pain	5440	N241012	Muscle pain
Vague symptom	40	Back pain	5476	N12..13	Acute back pain - disc
Vague symptom	40	Back pain	5840	N143.11	Acute back pain with sciatica
Vague symptom	40	Back pain	5899	1A53.12	C/O - lumbar pain
Vague symptom	40	Back pain	5916	N141.11	Acute back pain - thoracic
Vague symptom	40	Back pain	5923	N145.11	Acute back pain - unspecified
Vague symptom	40	Back pain	5958	N149.00	Back stiffness
Vague symptom	40	Back pain	6222	1A53.00	Lumbar ache - renal
Vague symptom	40	Back pain	6226	16C7.00	C/O - upper back ache
Vague symptom	40	Back pain	6472	16CZ.00	Backache symptom NOS
Vague symptom	40	Back pain	6704	N145.12	Back pain, unspecified
Vague symptom	40	Back pain	8102	N146300	Lumbosacral instability
Vague symptom	40	Back pain	8241	16C3.00	Backache with radiation
Vague symptom	40	Back pain	8823	N12C400	Prolapsed lumbar intervertebral disc with sciatica
Vague symptom	40	Back pain	9682	8HTH.00	Referral to back pain clinic
Vague symptom	40	Back pain	9801	16C8.00	Exacerbation of backache
Vague symptom	40	Back pain	9912	N140200	Lumbar spinal stenosis
Vague symptom	40	Back pain	10135	N147100	Hypermobility of the coccyx
Vague symptom	40	Back pain	10231	16C9.00	Chronic low back pain
Vague symptom	40	Back pain	11998	N147211	Pain in coccyx
Vague symptom	40	Back pain	12189	16CA.00	Mechanical low back pain
Vague symptom	40	Back pain	12598	N148C00	Lumbar spine instability
Vague symptom	40	Back pain	12669	N148700	Atlanto-occipital instability
Vague symptom	40	Back pain	12862	N148.00	Ankylosis/instability of cervical;thoracic or lumbar spine
Vague symptom	40	Back pain	14740	N144000	Thoracic neuritis; unspecified
Vague symptom	40	Back pain	14866	N142000	Lumbago with sciatica
Vague symptom	40	Back pain	14969	N241011	Intercostal myalgia
Vague symptom	40	Back pain	15109	N142.12	Lumbalgia
Vague symptom	40	Back pain	15277	F246.00	Cauda equina syndrome
Vague symptom	40	Back pain	15331	N140.00	Spinal stenosis; excluding cervical region
Vague symptom	40	Back pain	16397	N144.00	Thoracic and lumbosacral neuritis
Vague symptom	40	Back pain	16884	N144011	Thoracic nerve root pain
Vague symptom	40	Back pain	17022	N146311	Lumbosacral strain
Vague symptom	40	Back pain	17494	7N09000	[SO]Sciatic nerve
Vague symptom	40	Back pain	17838	N146400	Sacroiliac instability
Vague symptom	40	Back pain	18171	N148800	Atlanto-axial instability
Vague symptom	40	Back pain	19020	25C..13	O/E - lumbar pain on palpation
Vague symptom	40	Back pain	20068	N146100	Sacroiliac ankylosis
Vague symptom	40	Back pain	23627	N144z00	Thoracic and lumbosacral neuritis NOS
Vague symptom	40	Back pain	24796	16C4.00	Back pain worse on sneezing
Vague symptom	40	Back pain	27469	J3A..00	Sciatic hernia
Vague symptom	40	Back pain	34761	SJ60.00	Sciatic nerve injury
Vague symptom	40	Back pain	35117	N140z00	Spinal stenosis NOS
Vague symptom	40	Back pain	38521	Eu45412	[X]Psychogenic backache
Vague symptom	40	Back pain	38810	N14z.11	Ankylosis of spine NOS
Vague symptom	40	Back pain	41147	N140000	Spinal stenosis of unspecified region
Vague symptom	40	Back pain	43577	N140800	Degenerative lumbar spinal stenosis
Vague symptom	40	Back pain	43684	N148500	Thoraco-lumbar ankylosis
Vague symptom	40	Back pain	45205	E278200	Psychogenic backache
Vague symptom	40	Back pain	49344	N146000	Lumbosacral ankylosis
Vague symptom	40	Back pain	50723	N146500	Sacral instability NOS
Vague symptom	40	Back pain	52079	N146200	Sacral ankylosis NOS
Vague symptom	40	Back pain	55486	N148600	Lumbar spine ankylosis
Vague symptom	40	Back pain	57614	F246z00	Cauda equina syndrome NOS
Vague symptom	40	Back pain	59215	N148100	Atlanto-axial ankylosis
Vague symptom	40	Back pain	62612	N140100	Thoracic spinal stenosis
Vague symptom	40	Back pain	62664	N148400	Thoracic spine ankylosis
Vague symptom	40	Back pain	64853	N148B00	Thoracic spine instability
Vague symptom	40	Back pain	66241	SJ60000	Closed injury sciatic nerve
Vague symptom	40	Back pain	67024	SJ60100	Open injury sciatic nerve
Vague symptom	40	Back pain	67231	N148000	Atlanto-occipital ankylosis
Vague symptom	40	Back pain	72614	N140700	Idiopathic lumbar spinal stenosis
Vague symptom	40	Back pain	73730	N140400	Degenerative thoracic spinal stenosis
Vague symptom	40	Back pain	89022	N148A00	Cervico-thoracic instability
Vague symptom	40	Back pain	93836	N140900	Iatrogenic lumbar spinal stenosis
Vague symptom	40	Back pain	97870	N140A00	Lumbar spinal stenosis secondary to other disease
Vague symptom	40	Back pain	98630	N140600	Thoracic spinal stenosis secondary to other disease
Vague symptom	40	Back pain	98803	N148300	Cervico-thoracic ankylosis
Vague symptom	40	Back pain	105661	8CMW000	Low back pain clinical pathway
Vague symptom	40	Back pain	106536	N140300	Idiopathic thoracic spinal stenosis
Vague symptom	40	Back pain	111836	J3A3.00	Simple sciatic hernia
Vague symptom	43	Upper RTI	76	H05z.00	Upper respiratory infection NOS
Vague symptom	43	Upper RTI	142	H040.00	Acute laryngitis
Vague symptom	43	Upper RTI	892	H043z00	Acute epiglottitis NOS
Vague symptom	43	Upper RTI	1257	H041.00	Acute tracheitis
Vague symptom	43	Upper RTI	1285	H042.11	Laryngotracheitis
Vague symptom	43	Upper RTI	2637	H05z.11	Upper respiratory tract infection NOS
Vague symptom	43	Upper RTI	4221	H054.00	Recurrent upper respiratory tract infection
Vague symptom	43	Upper RTI	4718	H055.00	Pharyngolaryngitis
Vague symptom	43	Upper RTI	6294	H051.00	Acute upper respiratory tract infection
Vague symptom	43	Upper RTI	8025	H0...00	Acute respiratory infections
Vague symptom	43	Upper RTI	10087	H042.00	Acute laryngotracheitis
Vague symptom	43	Upper RTI	10093	H053.00	Tracheopharyngitis
Vague symptom	43	Upper RTI	10641	H043.00	Acute epiglottitis (non strep)
Vague symptom	43	Upper RTI	10765	H040200	Acute catarrhal laryngitis
Vague symptom	43	Upper RTI	12476	H041000	Acute tracheitis without obstruction
Vague symptom	43	Upper RTI	15628	H05y.00	Other upper respiratory infections of multiple sites
Vague symptom	43	Upper RTI	16120	H04z.00	Acute laryngitis and tracheitis NOS
Vague symptom	43	Upper RTI	16313	H041z00	Acute tracheitis NOS
Vague symptom	43	Upper RTI	17513	H160100	Chronic catarrhal laryngitis
Vague symptom	43	Upper RTI	18908	H050.00	Acute laryngopharyngitis
Vague symptom	43	Upper RTI	21113	H0z..00	Acute respiratory infection NOS
Vague symptom	43	Upper RTI	21415	H052.00	Pharyngotracheitis
Vague symptom	43	Upper RTI	22720	H040z00	Acute laryngitis NOS
Vague symptom	43	Upper RTI	23640	H0y..00	Other specified acute respiratory infections
Vague symptom	43	Upper RTI	24471	H042z00	Acute laryngotracheitis NOS
Vague symptom	43	Upper RTI	25259	H042000	Acute laryngotracheitis without obstruction
Vague symptom	43	Upper RTI	26010	H05..00	Other acute upper respiratory infections
Vague symptom	43	Upper RTI	26038	H040000	Acute oedematous laryngitis
Vague symptom	43	Upper RTI	31501	H040300	Acute phlegmonous laryngitis
Vague symptom	43	Upper RTI	38128	H043200	Acute obstructive laryngitis
Vague symptom	43	Upper RTI	41324	H04..00	Acute laryngitis and tracheitis
Vague symptom	43	Upper RTI	51562	H040600	Acute suppurative laryngitis
Vague symptom	43	Upper RTI	52756	H040x00	Acute bacterial laryngitis unspecified
Vague symptom	43	Upper RTI	53055	Hyu0.00	[X]Acute upper respiratory infections
Vague symptom	43	Upper RTI	62885	H040100	Acute ulcerative laryngitis
Vague symptom	43	Upper RTI	65650	H043000	Acute epiglottitis without obstruction
Vague symptom	43	Upper RTI	68867	H041100	Acute tracheitis with obstruction
Vague symptom	43	Upper RTI	69898	H042100	Acute laryngotracheitis with obstruction
Vague symptom	43	Upper RTI	73118	Hyu0200	[X]Acute tonsillitis due to other specified organisms
Vague symptom	43	Upper RTI	93964	Hyu0100	[X]Acute pharyngitis due to other specified organisms
Vague symptom	44	Lower RTI	68	H06z011	Chest infection
Vague symptom	44	Lower RTI	148	H30..00	Bronchitis unspecified
Vague symptom	44	Lower RTI	152	H302.00	Wheezy bronchitis
Vague symptom	44	Lower RTI	293	H06z111	Respiratory tract infection
Vague symptom	44	Lower RTI	312	H060.00	Acute bronchitis
Vague symptom	44	Lower RTI	978	H51..00	Pleurisy
Vague symptom	44	Lower RTI	1019	H061.00	Acute bronchiolitis
Vague symptom	44	Lower RTI	1934	H301.00	Laryngotracheobronchitis
Vague symptom	44	Lower RTI	2195	H34..00	Bronchiectasis
Vague symptom	44	Lower RTI	2375	H50..00	Empyema
Vague symptom	44	Lower RTI	2581	H06z000	Chest infection NOS
Vague symptom	44	Lower RTI	3163	H300.00	Tracheobronchitis NOS
Vague symptom	44	Lower RTI	3358	H06z100	Lower resp tract infection
Vague symptom	44	Lower RTI	3480	H30z.00	Bronchitis NOS
Vague symptom	44	Lower RTI	4899	H06z200	Recurrent chest infection
Vague symptom	44	Lower RTI	5978	H060.11	Acute wheezy bronchitis
Vague symptom	44	Lower RTI	6124	H062.00	Acute lower respiratory tract infection
Vague symptom	44	Lower RTI	7092	H30..12	Recurrent wheezy bronchitis
Vague symptom	44	Lower RTI	9043	H060600	Acute pneumococcal bronchitis
Vague symptom	44	Lower RTI	11072	H060300	Acute purulent bronchitis
Vague symptom	44	Lower RTI	11101	H060500	Acute tracheobronchitis
Vague symptom	44	Lower RTI	17185	H061200	Acute bronchiolitis with bronchospasm
Vague symptom	44	Lower RTI	17359	H30..11	Chest infection - unspecified bronchitis
Vague symptom	44	Lower RTI	17917	H061z00	Acute bronchiolitis NOS
Vague symptom	44	Lower RTI	19207	H510300	Acute dry pleurisy
Vague symptom	44	Lower RTI	20198	H060z00	Acute bronchitis NOS
Vague symptom	44	Lower RTI	20364	H340.00	Recurrent bronchiectasis
Vague symptom	44	Lower RTI	21145	H060400	Acute croupous bronchitis
Vague symptom	44	Lower RTI	21492	H060800	Acute haemophilus influenzae bronchitis
Vague symptom	44	Lower RTI	24316	H24..11	Chest infection with infectious disease EC
Vague symptom	44	Lower RTI	24800	H060x00	Acute bacterial bronchitis unspecified
Vague symptom	44	Lower RTI	29669	H06..00	Acute bronchitis and bronchiolitis
Vague symptom	44	Lower RTI	31886	H060A00	Acute bronchitis due to mycoplasma pneumoniae
Vague symptom	44	Lower RTI	32679	H34z.00	Bronchiectasis NOS
Vague symptom	44	Lower RTI	32818	H510900	Pneumococcal pleurisy
Vague symptom	44	Lower RTI	34651	H500100	Empyema with bronchopleural fistula
Vague symptom	44	Lower RTI	37447	H06z112	Acute lower respiratory tract infection
Vague symptom	44	Lower RTI	41137	H06z.00	Acute bronchitis or bronchiolitis NOS
Vague symptom	44	Lower RTI	41491	H341.00	Post-infective bronchiectasis
Vague symptom	44	Lower RTI	43362	H060700	Acute streptococcal bronchitis
Vague symptom	44	Lower RTI	44425	H501200	Pleural empyema
Vague symptom	44	Lower RTI	49452	H501400	Purulent pleurisy
Vague symptom	44	Lower RTI	50396	H060000	Acute fibrinous bronchitis
Vague symptom	44	Lower RTI	54533	H061000	Acute capillary bronchiolitis
Vague symptom	44	Lower RTI	69192	H061300	Acute exudative bronchiolitis
Vague symptom	44	Lower RTI	106650	H583200	Eosinophilic bronchitis
Vague symptom	45	Thromboembolic disease	241	G30..00	Acute myocardial infarction
Vague symptom	45	Thromboembolic disease	428	G82z100	Thrombosis of vein NOS
Vague symptom	45	Thromboembolic disease	504	G65..00	Transient cerebral ischaemia
Vague symptom	45	Thromboembolic disease	824	G801.11	Deep vein thrombosis
Vague symptom	45	Thromboembolic disease	1195	F423600	Amaurosis fugax
Vague symptom	45	Thromboembolic disease	1204	G30..14	Heart attack
Vague symptom	45	Thromboembolic disease	1224	SP12200	Post operative deep vein thrombosis
Vague symptom	45	Thromboembolic disease	1266	G401.00	Pulmonary embolism
Vague symptom	45	Thromboembolic disease	1298	G66..11	CVA unspecified
Vague symptom	45	Thromboembolic disease	1433	G65..12	Transient ischaemic attack
Vague symptom	45	Thromboembolic disease	1469	G66..00	Stroke and cerebrovascular accident unspecified
Vague symptom	45	Thromboembolic disease	1677	G30..15	MI - acute myocardial infarction
Vague symptom	45	Thromboembolic disease	1678	G308.00	Inferior myocardial infarction NOS
Vague symptom	45	Thromboembolic disease	1895	G65z.00	Transient cerebral ischaemia NOS
